,cody_id,clothes_maincategory,clothes_subcategorry,brand,color,season,gender,spring,summer,autumn,winter,img
110,29,신발,부츠,DR.MARTENS,,ALL ALL,남 여,,,,,https://image.msscdn.net/images/goods_img/20200825/1562988/1562988_3_500.jpg?t=20220609142259
111,30,주얼리,목걸이/펜던트,BPB,,0,여,,,,,https://image.msscdn.net/images/goods_img/20150622/218608/218608_1_500.jpg?t=20220628125434
112,31,아우터,슈트/블레이저 재킷,LOW CLASSIC,,2021 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20210702/2017482/2017482_1_500.jpg?t=20210831145409
113,31,상의,니트/스웨터,NONLOCAL,,2021 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20210907/2114062/2114062_1_500.jpg?t=20210907163304
114,31,스커트,미니스커트,MARGARIN FINGERS,,2021 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20210907/2114715/2114715_1_500.jpg?t=20210907183025
115,31,주얼리,귀걸이,TAKEMEHOME SEOUL,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210914/2131639/2131639_1_500.jpg?t=20210914192713
116,31,여성 가방,숄더백,EEGEEGEE,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210914/2131805/2131805_1_500.jpg?t=20210914224515
117,31,신발,부츠,ASH,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210812/2060325/2060325_2_500.jpg?t=20211116162218
118,32,주얼리,반지,MAHOGANI,,0,여,,,,,https://image.msscdn.net/images/goods_img/20180202/708657/708657_4_500.jpg?t=20191021210308
119,32,주얼리,귀걸이,J.GRACELET,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210908/2117117/2117117_1_500.jpg?t=20210908161636
120,32,여성 가방,숄더백,OSOI,,ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210908/2117340/2117340_4_500.jpg?t=20220905120110
121,32,신발,부츠,HAILEY,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210908/2116575/2116575_1_500.jpg?t=20210908150741
122,33,아우터,카디건,REORG,,2020 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20200806/1539333/1539333_1_500.jpg?t=20220902175443
123,33,바지,숏 팬츠,KIRSH,,2021 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20210317/1849751/1849751_1_500.jpg?t=20210317190505
124,33,주얼리,목걸이/펜던트,FLIT,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210703/2018769/2018769_1_500.jpg?t=20210703165313
125,33,선글라스/안경테,선글라스,LOCOMOTIVE,,2020 ALL,남,,,,,https://image.msscdn.net/images/goods_img/20200923/1618826/1618826_5_500.jpg?t=20220905171653
126,33,신발,부츠,EIFFELCLASSIC,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20201123/1698941/1698941_1_500.jpg?t=20220628155550
127,34,아우터,슈트/블레이저 재킷,MUSINSA STANDARD,,0,여,,,,,https://image.msscdn.net/images/goods_img/20200911/1597678/1597678_5_500.jpg?t=20210706141540
128,34,상의,긴소매 티셔츠,MUSINSA STANDARD,,0,여,,,,,https://image.msscdn.net/images/goods_img/20200928/1629088/1629088_1_500.jpg?t=20201006164330
129,34,바지,슈트 팬츠/슬랙스,MUSINSA STANDARD,,0,여,,,,,https://image.msscdn.net/images/goods_img/20200914/1600384/1600384_1_500.jpg?t=20200914145003
130,34,모자,캡/야구 모자,ZEROPLANET,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200820/1557283/1557283_4_500.jpg?t=20220628154010
131,34,신발,부츠,TDN,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200926/1626032/1626032_1_500.jpg?t=20200926234925
132,35,아우터,무스탕/퍼,OUI MAIS NON,,2021 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20211202/2255726/2255726_1_500.jpg?t=20211202165114
133,35,아우터,카디건,MATIN KIM,,2021 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20210812/2060613/2060613_1_500.jpg?t=20210827171658
134,35,상의,긴소매 티셔츠,ZELOTIS,,2021 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20210916/2138238/2138238_1_500.jpg?t=20210916183321
135,35,바지,코튼 팬츠,SIGREAT,,2021 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20211129/2251484/2251484_1_500.jpg?t=20211129141210
136,35,주얼리,귀걸이,CERABONITO,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20211201/2253848/2253848_1_500.jpg?t=20211201134044
137,35,여성 가방,숄더백,TTMAB,,2019 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20191013/1185332/1185332_1_500.jpg?t=20211123174118
138,35,신발,부츠,MATIN KIM,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20211129/2251608/2251608_1_500.jpg?t=20211129152021
139,36,상의,민소매 티셔츠,MEZZOKUNST,,2021 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20210702/2016772/2016772_1_500.jpg?t=20210702040331
140,36,스커트,롱스커트,OPCHORRD,,2021 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20210419/1905868/1905868_1_500.jpg?t=20210419122122
141,36,주얼리,목걸이/펜던트,EASTINDIGO,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210709/2024295/2024295_1_500.jpg?t=20210709083735
142,36,주얼리,팔찌,LAZYDAWN,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210713/2028004/2028004_1_500.jpg?t=20210713163632
